emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_name
404573,Eberhardt,Spelt,1/31/1965,7/5/1997,1/1/9999,Staff,Human Resources
404462,Anestis,Setlzner,1/9/1965,7/13/1985,1/1/9999,Senior Engineer,Development
404236,Zengping,Kakkar,1/12/1965,7/22/1988,1/1/9999,Senior Engineer,Development
404018,Valery,Babb,1/11/1965,10/19/1998,1/1/9999,Senior Engineer,Development
403954,Jeanna,Bratten,1/10/1965,7/26/1990,1/1/9999,Senior Engineer,Development
403644,Krisda,Hainaut,1/19/1965,7/8/1995,1/1/9999,Staff,Human Resources
403621,Deborah,Kaminger,1/7/1965,6/4/1988,1/1/9999,Staff,Marketing
403455,Marko,Velardi,1/25/1965,11/22/1992,8/27/2001,Senior Engineer,Development
403237,Muneo,Gunderson,1/1/1965,12/8/1985,9/19/1993,Senior Engineer,Development
403010,Toshimitsu,Sluis,1/16/1965,2/18/1985,1/1/9999,Senior Engineer,Development
402827,Weidon,Pollacia,1/28/1965,3/24/2002,1/1/9999,Staff,Human Resources
402718,Jeanna,Rettelbach,1/17/1965,2/14/1990,1/1/9999,Senior Engineer,Development
402664,Subhada,Janetzko,1/4/1965,1/25/1987,1/1/9999,Senior Engineer,Production
402223,Fai,Breugel,1/30/1965,2/27/1995,10/8/1999,Staff,Sales
402102,Kersti,Granlund,1/21/1965,3/19/1995,1/1/9999,Engineer,Development
402025,Shigehito,Duclos,1/20/1965,9/20/1987,1/1/9999,Senior Engineer,Quality Management
401574,Yannik,Falco,1/13/1965,1/15/1988,1/1/9999,Technique Leader,Production
401420,Florian,Uhrig,1/6/1965,1/31/1987,1/1/9999,Senior Staff,Customer Service
401364,Pranay,Kambil,1/16/1965,7/30/1999,4/6/2002,Senior Staff,Research
401333,Martins,Shokrollahi,1/30/1965,11/4/1986,1/1/9999,Senior Engineer,Production
401278,Oguz,Schurmann,1/16/1965,11/11/1986,1/1/9999,Assistant Engineer,Production
401154,Danae,Kragelund,1/27/1965,5/20/1987,1/1/9999,Staff,Human Resources
400796,Bodo,Halevi,1/10/1965,5/30/1996,1/1/9999,Engineer,Development
400780,Poornachandra,Asser,1/9/1965,11/7/1993,1/1/9999,Engineer,Development
400683,Kamakshi,Manders,1/28/1965,8/5/1995,1/1/9999,Staff,Sales
400358,Angus,Jullig,1/31/1965,4/13/1989,1/1/9999,Engineer,Development
400344,Yishai,Sessa,1/4/1965,8/21/1996,9/30/2000,Engineer,Development
400046,Hilari,Christ,1/12/1965,1/19/1991,10/7/1996,Senior Staff,Research
299737,Patricio,Itzfeldt,2/1/1965,5/21/1985,1/1/9999,Staff,Sales
299718,Denny,Shobatake,1/15/1965,6/22/1997,1/1/9999,Staff,Research
299580,Luisa,Itzfeldt,1/21/1965,1/23/1997,1/1/9999,Engineer,Quality Management
299346,Fumitake,Sichman,1/9/1965,2/21/1991,1/1/9999,Senior Staff,Human Resources
298953,Zita,Syang,2/1/1965,12/29/1998,1/1/9999,Staff,Finance
298577,Florina,Litecky,1/11/1965,12/2/1985,1/1/9999,Staff,Finance
298479,Kamakshi,Badache,1/24/1965,6/11/1996,3/11/1999,Staff,Marketing
298339,King,Benzmuller,1/11/1965,9/4/1986,1/1/9999,Senior Engineer,Development
297954,Sailaja,Fujisaki,1/13/1965,7/24/1995,1/1/9999,Assistant Engineer,Production
297905,Marc,Bahl,1/12/1965,6/18/1997,1/1/9999,Assistant Engineer,Development
297804,Vasilis,Ginneken,1/16/1965,9/13/1985,4/8/1990,Engineer,Quality Management
297474,Irena,Terkki,1/13/1965,3/11/1998,1/1/9999,Staff,Research
297431,Cathie,Ratnakar,1/12/1965,6/23/1996,1/1/9999,Senior Staff,Marketing
297243,Tesuya,Mansanne,1/13/1965,10/8/1993,6/1/1997,Senior Staff,Customer Service
297232,Lokesh,Saoudi,1/16/1965,5/25/1999,1/1/9999,Senior Staff,Sales
297008,Boutros,Awdeh,1/20/1965,11/7/1985,7/11/1988,Staff,Finance
296962,Wilmer,Luke,1/28/1965,2/13/1987,2/15/1999,Technique Leader,Production
296718,Kamakshi,Bahl,1/30/1965,12/22/1987,1/1/9999,Senior Engineer,Production
296687,Palash,Spieker,1/2/1965,5/11/1991,1/1/9999,Senior Staff,Research
296664,Dipayan,Geffroy,1/31/1965,9/17/1987,1/1/9999,Senior Engineer,Production
296621,Bokyung,Plump,1/2/1965,7/5/1986,4/27/1989,Technique Leader,Production
296610,Pranav,Berztiss,1/25/1965,10/6/1990,9/9/1996,Senior Engineer,Production
296428,Charmane,Simmen,1/3/1965,3/7/1989,1/1/9999,Staff,Sales
296303,Mariangiola,Heyers,1/28/1965,8/4/1992,1/1/9999,Technique Leader,Development
296062,Shaz,Driscoll,1/29/1965,10/3/1998,1/1/9999,Staff,Research
295857,Kankanahalli,Ciolek,1/17/1965,12/26/1989,1/1/9999,Staff,Human Resources
295476,Shawna,Chiodo,1/19/1965,1/22/1999,4/5/1999,Engineer,Development
295411,Chiranjit,Serot,1/18/1965,4/4/1997,1/1/9999,Staff,Sales
295278,Val,Barvinok,1/4/1965,1/2/1990,1/1/9999,Assistant Engineer,Development
295268,Eben,Calkin,1/28/1965,12/19/1996,1/1/9999,Senior Staff,Human Resources
295262,Moon,Pews,1/22/1965,8/6/1994,1/1/9999,Assistant Engineer,Production
295255,Jacopo,Bellone,1/4/1965,3/13/1988,1/1/9999,Technique Leader,Production
295254,Xuejun,Pfau,1/15/1965,7/24/1985,1/1/9999,Staff,Human Resources
295236,Kauko,Fujisawa,1/24/1965,9/13/1987,1/1/9999,Engineer,Development
295030,Fun,Keirsey,1/1/1965,7/9/1985,1/1/9999,Senior Staff,Customer Service
294996,Tomoyuki,Vigier,2/1/1965,7/8/1991,3/8/2000,Senior Staff,Sales
294857,Caolyn,Ozeri,1/15/1965,7/29/1986,1/1/9999,Engineer,Development
294791,Vesna,Lammel,1/28/1965,10/8/1999,1/1/9999,Assistant Engineer,Development
294652,Hironobu,Brodie,1/27/1965,12/21/1998,1/1/9999,Engineer,Research
294527,Ashish,Candan,1/4/1965,2/2/1992,1/1/9999,Senior Staff,Marketing
294461,Siddarth,Rosiles,1/14/1965,11/18/1985,1/1/9999,Senior Engineer,Development
294446,Claudi,Ruemmler,1/27/1965,8/13/1999,1/1/9999,Staff,Finance
294241,Marl,Fiebach,1/12/1965,7/26/1994,1/1/9999,Staff,Finance
294144,Takanari,Ermel,1/9/1965,1/11/1992,1/1/9999,Staff,Sales
293752,Jungsoon,Bail,1/4/1965,2/18/1986,1/1/9999,Staff,Sales
293746,Sanjay,Litecky,1/25/1965,8/27/1995,1/1/9999,Engineer,Development
293329,Fumiya,Griswold,1/15/1965,6/12/1986,1/1/9999,Engineer,Development
293280,Moti,Steenbeek,1/24/1965,1/22/1987,1/1/9999,Senior Engineer,Development
293154,Syozo,Maliniak,1/21/1965,11/9/1992,6/6/1993,Senior Staff,Sales
293080,Hideyuki,Slaats,1/12/1965,5/30/1987,1/1/9999,Senior Staff,Human Resources
292901,Shuky,Journel,1/2/1965,2/14/1985,4/27/1995,Senior Engineer,Development
292828,Ziya,Tokunaga,1/10/1965,1/8/1986,1/1/9999,Engineer,Production
292515,Bernd,Thummel,1/4/1965,8/3/1989,1/1/9999,Engineer,Development
292504,Georgi,Bednarek,1/27/1965,3/2/1994,1/1/9999,Senior Engineer,Quality Management
292404,Hongzue,Zultner,1/28/1965,2/22/1990,1/1/9999,Senior Staff,Research
292374,Shridhar,Chvatal,1/15/1965,10/2/1989,5/9/1990,Staff,Research
292210,Masaru,Huhdanpaa,1/17/1965,11/23/1996,1/1/9999,Senior Engineer,Development
292146,Khatoun,Pulkowski,1/9/1965,1/9/2002,1/1/9999,Engineer,Development
292110,Menkae,Showalter,1/23/1965,8/9/1996,1/1/9999,Senior Engineer,Development
291819,Uriel,Georg,1/13/1965,6/8/1991,6/22/1999,Senior Staff,Customer Service
291755,Ebru,Doering,1/29/1965,8/27/1994,4/6/2001,Assistant Engineer,Production
291669,Faiza,Bach,1/4/1965,9/13/1999,1/1/9999,Engineer,Development
291612,Siamak,Gomatam,1/30/1965,7/8/1998,1/1/9999,Engineer,Development
291368,Gita,Rodier,1/3/1965,8/24/1990,4/27/1994,Staff,Sales
291352,Danai,Trelles,1/7/1965,8/26/1997,1/1/9999,Technique Leader,Research
291349,Constantijn,Rusterholz,1/19/1965,8/28/1998,11/13/1998,Staff,Customer Service
290769,Lalit,Blokdijk,1/26/1965,2/1/1999,1/1/9999,Senior Engineer,Development
290563,Shigehiro,Oxenboll,1/9/1965,2/26/1986,1/1/9999,Senior Engineer,Production
290478,Tsvetan,Sherertz,1/3/1965,8/7/1989,1/1/9999,Engineer,Quality Management
290467,Shaowen,Poulakidas,1/29/1965,4/15/1987,1/1/9999,Senior Staff,Research
290441,Gregory,Collavizza,1/25/1965,9/9/1987,1/1/9999,Staff,Sales
290284,Kwangjo,Menhardt,1/8/1965,1/11/1996,1/1/9999,Engineer,Development
290075,Boalin,Byoun,1/15/1965,10/1/1990,1/1/9999,Senior Staff,Human Resources
290010,Fox,Lodder,1/11/1965,2/17/1988,1/29/1994,Staff,Sales
290009,Zijian,Rindone,1/22/1965,7/9/1989,1/1/9999,Staff,Human Resources
289909,Hilari,Vecchio,1/9/1965,4/24/1993,1/1/9999,Staff,Sales
289807,Soenke,Lemarechal,1/4/1965,9/4/1994,1/1/9999,Senior Staff,Customer Service
289687,Fai,Maccarone,1/31/1965,10/30/1985,1/1/9999,Senior Staff,Research
289454,Bowen,Narwekar,1/20/1965,3/8/1985,1/1/9999,Senior Engineer,Development
289122,Nikolaus,Akaboshi,1/21/1965,9/20/1990,7/4/1995,Staff,Customer Service
288893,Bedrich,Rosenbaum,1/30/1965,1/27/1991,1/1/9999,Engineer,Development
288848,Vivian,Hennebert,1/31/1965,4/10/1991,6/11/1994,Staff,Sales
288665,Horward,Khasidashvili,1/31/1965,11/19/1998,1/1/9999,Senior Engineer,Development
288606,Susumu,Swiss,1/21/1965,11/15/1991,1/1/9999,Senior Staff,Sales
288563,Cristinel,Gerlach,1/2/1965,1/9/1996,1/1/9999,Senior Engineer,Production
288560,Yifei,Birjandi,1/16/1965,2/7/1994,1/1/9999,Senior Staff,Marketing
288166,Masoud,Asmuth,1/11/1965,9/5/1994,1/1/9999,Staff,Human Resources
288142,Shay,Heystek,1/25/1965,4/1/1989,1/1/9999,Staff,Sales
288134,IEEE,VanScheik,1/11/1965,2/11/1992,11/20/1993,Staff,Human Resources
288028,Kauko,Narwekar,1/22/1965,12/16/1985,1/1/9999,Engineer,Development
287984,Troy,Kobuchi,1/9/1965,2/12/1991,1/1/9999,Senior Engineer,Development
287983,Randi,Munos,1/23/1965,9/7/1990,1/1/9999,Senior Staff,Marketing
287822,Mooi,Perfilyeva,1/24/1965,1/4/1999,9/4/2000,Engineer,Production
287808,Vidar,Ozeki,1/9/1965,6/17/1996,1/1/9999,Technique Leader,Development
287713,Aamod,Ranka,1/23/1965,12/7/1992,1/1/9999,Senior Staff,Finance
287609,Sailaja,Negoita,1/6/1965,1/20/1988,1/1/9999,Engineer,Development
287583,Jovan,Hockney,1/18/1965,6/21/1990,1/1/9999,Engineer,Production
287482,Shigeaki,Gihr,1/1/1965,3/18/1994,1/1/9999,Engineer,Quality Management
287436,Sasan,Deville,1/2/1965,10/11/1994,4/25/2001,Technique Leader,Quality Management
287334,Elliott,Speer,1/5/1965,8/8/1998,1/1/9999,Engineer,Production
287327,Youjian,Felder,1/13/1965,7/15/1993,1/1/9999,Staff,Human Resources
287323,Steve,Dengi,2/1/1965,9/15/1999,1/1/9999,Staff,Sales
286986,Woody,Trelles,1/1/1965,5/23/1996,1/1/9999,Senior Engineer,Development
286779,Sigeru,Versino,1/24/1965,8/31/1998,1/1/9999,Engineer,Production
286573,Nahum,Nishimukai,1/27/1965,2/2/1991,7/29/1994,Engineer,Development
286452,Behnaam,Bierbaum,1/26/1965,1/31/1999,1/1/9999,Engineer,Development
286370,Toshimitsu,Seuren,1/6/1965,1/19/1995,1/1/9999,Staff,Human Resources
286029,Jaques,Nanard,1/28/1965,7/16/1996,1/1/9999,Staff,Customer Service
286026,Utpal,Zaumen,1/21/1965,2/25/1991,1/1/9999,Senior Staff,Sales
285906,Arnould,Buescher,1/2/1965,3/26/1998,1/1/9999,Engineer,Development
285905,Kellyn,Bage,1/9/1965,11/4/1994,1/1/9999,Senior Staff,Research
285396,Lena,Kohling,1/27/1965,10/4/1986,1/1/9999,Engineer,Development
285318,Theron,Ravishankar,1/9/1965,12/27/1991,10/9/1999,Engineer,Development
285164,Xiaocheng,Kumaresan,1/2/1965,10/3/1994,1/1/9999,Staff,Sales
285149,Nahum,Schahn,1/20/1965,2/17/1998,3/15/2000,Senior Engineer,Quality Management
284954,Anneke,Hammerschmidt,1/16/1965,1/30/1996,1/1/9999,Engineer,Quality Management
284856,Moto,Kobara,1/5/1965,12/12/1991,1/1/9999,Senior Engineer,Quality Management
284717,Gal,Ranta,1/11/1965,11/7/1992,1/1/9999,Senior Engineer,Development
284711,Martijn,Azevdeo,1/21/1965,2/10/1988,1/1/9999,Senior Engineer,Development
284691,Theron,Ressouche,1/4/1965,8/17/1988,1/1/9999,Senior Engineer,Development
284687,Oksana,Redmiles,1/15/1965,6/22/1985,1/1/9999,Senior Engineer,Development
284561,Duri,Beznosov,1/3/1965,2/15/1988,1/1/9999,Senior Engineer,Quality Management
284431,Pintsang,Fujisawa,1/25/1965,4/16/1996,1/1/9999,Senior Staff,Sales
284300,Ishfaq,Mahmud,1/22/1965,11/29/1991,1/1/9999,Senior Staff,Marketing
284045,Fun,Seiwald,2/1/1965,6/24/1994,2/15/2000,Engineer,Development
283168,Sanjai,Kopetz,1/15/1965,4/19/1999,5/21/1999,Assistant Engineer,Production
283138,Cullen,Mikschl,1/19/1965,1/16/1990,3/11/1990,Senior Staff,Human Resources
283041,Nathalie,Foote,1/4/1965,7/20/1991,6/20/1992,Senior Engineer,Quality Management
282894,Fay,Bellmore,1/5/1965,5/3/1989,1/1/9999,Senior Engineer,Development
282862,Chenxi,Pusterhofer,1/30/1965,6/2/1996,7/12/2000,Staff,Finance
282699,Candida,Felcyn,1/28/1965,8/4/1986,5/25/2002,Engineer,Development
282585,Zijian,Lammel,1/3/1965,7/1/1996,1/1/9999,Staff,Customer Service
282547,Nahum,Codenie,1/18/1965,6/14/1999,1/1/9999,Engineer,Development
282343,Xinglin,Haldar,1/13/1965,7/20/1988,1/1/9999,Staff,Sales
282333,Nahla,Serdy,1/25/1965,9/9/1993,1/1/9999,Staff,Research
282191,Alper,Shinomoto,1/16/1965,10/20/1997,1/1/9999,Engineer,Development
282000,Hideo,Ratnakar,1/6/1965,6/13/1985,3/20/1998,Engineer,Quality Management
281859,Masanao,Papastamatiou,1/17/1965,11/25/1985,1/1/9999,Senior Engineer,Production
281848,Parke,Staylopatis,1/29/1965,7/31/1993,1/1/9999,Senior Engineer,Development
281834,Fumitake,Marchegay,1/16/1965,9/29/1991,6/12/1997,Assistant Engineer,Production
281692,Khosrow,Sommen,1/6/1965,3/3/1990,1/1/9999,Senior Engineer,Quality Management
281570,Zijian,Covnot,1/8/1965,9/13/1994,1/1/9999,Assistant Engineer,Development
281180,Phillip,Fontet,1/11/1965,9/3/1991,2/7/1998,Staff,Customer Service
280836,Ipke,Farrar,1/16/1965,3/4/1991,12/3/1999,Senior Engineer,Production
280648,Heeju,Lorys,1/4/1965,12/27/1986,1/1/9999,Engineer,Production
280525,Kish,Herbst,1/13/1965,8/18/1996,1/1/9999,Staff,Sales
280420,Jahangir,Hofting,1/31/1965,9/28/1986,1/1/9999,Staff,Sales
280411,Hironoby,Farrar,1/18/1965,11/3/1987,11/12/1996,Technique Leader,Production
280291,Lenore,Badache,1/26/1965,11/24/1998,1/1/9999,Staff,Customer Service
280070,Niteen,Ebeling,1/24/1965,3/29/1988,1/1/9999,Senior Staff,Human Resources
280029,Vasilii,Verhaegen,1/7/1965,3/25/1991,4/24/1991,Staff,Sales
279791,Chiranjit,Lyonns,1/10/1965,12/24/1986,1/1/9999,Assistant Engineer,Development
279384,Hugo,Comte,1/24/1965,6/30/1992,12/5/1993,Senior Staff,Research
279280,Niranjan,Debuse,1/9/1965,9/21/1992,1/1/9999,Senior Engineer,Production
279115,Maren,DuCasse,1/5/1965,11/29/1997,1/1/9999,Engineer,Development
278953,Jeanna,Ghandeharizadeh,1/26/1965,8/11/1990,1/1/9999,Senior Engineer,Development
278883,Hidefumi,Saoudi,1/22/1965,9/15/1990,5/18/1996,Engineer,Production
278549,Jaana,Werthner,1/2/1965,7/27/1989,1/1/9999,Staff,Sales
278536,Munenori,Shobatake,1/14/1965,1/10/1992,1/1/9999,Staff,Marketing
278484,Koldo,Peternell,1/25/1965,11/5/1992,4/6/1993,Staff,Research
278452,Sudhanshu,Toyoshima,1/7/1965,8/29/1987,1/1/9999,Staff,Human Resources
278386,Caolyn,Poujol,1/15/1965,12/3/1995,1/1/9999,Technique Leader,Quality Management
278239,Boaz,Bottner,1/19/1965,2/6/1994,1/1/9999,Staff,Research
277926,Shaunak,Solovay,1/13/1965,12/26/1992,1/13/1994,Senior Staff,Sales
277829,Michaela,Fandrianto,1/22/1965,6/2/1986,1/1/9999,Senior Engineer,Development
277777,Herbert,Itzigehl,1/27/1965,7/4/1990,1/1/9999,Senior Engineer,Development
277420,Rayond,Schach,1/16/1965,4/22/1995,1/1/9999,Senior Engineer,Production
277362,Uzi,Kugler,1/9/1965,1/12/1991,1/1/9999,Senior Staff,Customer Service
277316,Vitali,Rothenberg,1/3/1965,10/4/1989,1/1/9999,Staff,Sales
276922,Yongmin,Sidje,1/18/1965,10/31/2001,2/20/2002,Engineer,Research
276868,Alois,Sanella,1/19/1965,3/13/1998,1/1/9999,Staff,Marketing
276563,Gift,Solares,1/1/1965,8/1/1995,1/1/9999,Senior Staff,Customer Service
276472,Hideyuki,Flanders,1/27/1965,11/10/1988,1/1/9999,Senior Engineer,Development
276445,Atilio,Randi,1/27/1965,7/2/1988,1/1/9999,Senior Engineer,Production
276189,Isaac,Klerer,1/10/1965,3/19/1995,1/1/9999,Staff,Human Resources
276186,Sajjad,Vecchi,1/30/1965,6/2/1993,1/1/9999,Senior Staff,Human Resources
276184,Mari,Swick,1/10/1965,4/8/1991,1/1/9999,Senior Staff,Sales
276027,Holgard,Stavenow,1/4/1965,2/28/1986,1/1/9999,Staff,Research
275994,Uma,Prampolini,1/29/1965,2/21/1991,1/1/9999,Engineer,Production
275881,Jiann,Munro,1/8/1965,5/18/1988,1/1/9999,Senior Engineer,Production
275801,Ayakannu,Heinisuo,1/22/1965,6/28/1986,1/1/9999,Senior Staff,Sales
275495,Shen,Yamaashi,1/13/1965,2/19/1995,1/1/9999,Staff,Sales
275444,Limsoon,Leppanen,1/16/1965,1/21/1993,1/1/9999,Engineer,Development
275263,Vojin,Laventhal,1/21/1965,10/18/1991,1/1/9999,Senior Engineer,Development
275158,Satyanarayana,Brandsma,1/7/1965,12/8/1999,1/1/9999,Engineer,Development
274813,Yefim,Pettey,1/10/1965,8/7/1993,1/1/9999,Staff,Sales
274369,Ranga,Waymire,1/29/1965,1/27/1997,1/1/9999,Senior Staff,Research
274271,Prodip,Ritcey,1/10/1965,9/10/1986,1/1/9999,Staff,Sales
274071,Mingsen,Weiland,1/1/1965,10/12/1995,1/1/9999,Staff,Human Resources
273858,Gunilla,Matzen,1/13/1965,12/28/1990,1/1/9999,Staff,Sales
273806,Hongzhu,Beetstra,1/1/1965,1/24/1991,8/18/1997,Senior Staff,Marketing
273396,Wayne,Baba,1/10/1965,3/7/1998,1/1/9999,Engineer,Development
273286,Brigham,Asmuth,1/26/1965,1/23/1989,1/1/9999,Engineer,Development
273274,Yolla,Kobara,1/8/1965,12/29/1995,4/16/1997,Engineer,Production
273159,Divine,Hofmeyr,1/26/1965,4/14/1989,1/1/9999,Technique Leader,Development
272860,Minghong,Candan,2/1/1965,2/10/1994,1/1/9999,Assistant Engineer,Production
272599,Holgard,Hegner,1/16/1965,7/15/1993,1/1/9999,Senior Staff,Marketing
272452,Mitsuyuki,Isard,1/10/1965,2/27/2002,1/1/9999,Engineer,Research
272316,Surveyors,Muhling,1/5/1965,7/19/1999,1/1/9999,Engineer,Production
272285,Gully,Mitchem,1/19/1965,1/22/1986,1/1/9999,Senior Staff,Customer Service
272141,Tsutomu,Neiman,1/13/1965,7/31/1996,1/1/9999,Senior Staff,Development
271975,Yuchang,Busillo,1/14/1965,3/30/1986,11/14/1989,Engineer,Production
271219,Odoardo,Tyugu,1/16/1965,11/7/1994,1/1/9999,Engineer,Production
271118,Somnath,Nitsche,1/10/1965,8/15/1987,10/10/1999,Senior Engineer,Production
271106,Taisook,Kampfer,1/10/1965,11/30/1997,1/1/9999,Engineer,Production
270821,Hatem,Bierbaum,1/21/1965,9/7/1999,3/26/2000,Staff,Sales
270794,Dannz,Zhang,2/1/1965,6/26/1991,1/1/9999,Senior Staff,Marketing
270792,Domenico,Wendorf,2/1/1965,9/8/1988,9/10/1990,Engineer,Development
270716,Shunichi,Baer,1/19/1965,2/4/1998,1/1/9999,Staff,Sales
270084,Ulises,Frolund,1/11/1965,7/26/1986,1/1/9999,Senior Staff,Marketing
269728,Naftali,Kragelund,1/12/1965,5/16/1987,1/1/9999,Senior Staff,Marketing
269568,Rimli,Walston,1/28/1965,1/28/1996,8/10/1999,Staff,Marketing
269186,Vitali,Dayang,1/23/1965,9/21/1988,10/21/1992,Technique Leader,Development
268890,Somnath,Uhrik,1/4/1965,1/14/1988,12/9/1994,Engineer,Production
268191,LiMin,Teitelbaum,1/7/1965,11/1/1990,1/1/9999,Senior Engineer,Production
268043,Narain,Mikschl,1/28/1965,11/2/1997,1/1/9999,Engineer,Development
267745,Wojceich,Honglei,1/25/1965,12/28/1991,5/1/2000,Engineer,Development
267667,Irena,Kaiserswerth,1/5/1965,9/5/1987,1/1/9999,Senior Staff,Sales
267504,Mayuri,Flowers,1/2/1965,5/12/1997,11/7/2000,Staff,Finance
267304,Jordanka,Axelband,1/6/1965,6/27/1994,1/1/9999,Senior Staff,Sales
267227,Susuma,Tagansky,1/10/1965,1/22/1995,1/1/9999,Senior Engineer,Production
267059,Moie,Tempesti,1/9/1965,6/29/1991,1/1/9999,Staff,Customer Service
266981,Toshimi,Kragelund,1/26/1965,2/21/1988,7/5/1994,Assistant Engineer,Production
266881,Mokhtar,Sabnani,1/11/1965,2/4/1997,1/1/9999,Senior Staff,Marketing
266862,Mart,Plumb,1/10/1965,4/21/1986,1/1/9999,Senior Staff,Research
266689,Parke,Serna,1/24/1965,3/29/1985,9/23/1999,Senior Engineer,Development
266644,Anwar,Gubsky,1/8/1965,8/9/1993,1/1/9999,Senior Staff,Finance
266310,Zvonko,Serdy,1/23/1965,6/24/1987,1/1/9999,Staff,Research
266249,Sumant,Nishimukai,1/15/1965,3/28/1991,1/1/9999,Senior Staff,Sales
266206,Zsolt,Anily,2/1/1965,8/19/1985,1/1/9999,Staff,Marketing
265875,Fan,Marsiglia,1/20/1965,9/3/1989,1/1/9999,Senior Engineer,Production
265794,Miquel,Halloran,1/15/1965,1/14/1994,1/1/9999,Staff,Sales
265558,Susuma,Kleiser,1/31/1965,8/2/1987,1/1/9999,Senior Staff,Sales
265521,Kensei,Salverda,1/4/1965,5/25/1993,1/1/9999,Senior Engineer,Production
265039,Navid,Staudhammer,1/3/1965,10/18/1992,1/1/9999,Staff,Finance
264939,Bogdan,Bahi,1/10/1965,2/13/1999,1/1/9999,Engineer,Production
264715,Siddarth,Luke,1/4/1965,10/6/1993,7/6/1994,Staff,Sales
264626,Noritoshi,Bakhtari,1/13/1965,2/3/1993,1/1/9999,Senior Staff,Marketing
264322,Leandro,Swist,1/3/1965,1/6/1991,1/1/9999,Senior Staff,Sales
264167,Baoqiu,Tomescu,1/25/1965,5/1/1996,1/1/9999,Senior Engineer,Development
264030,Zdislav,Solares,1/15/1965,12/14/1990,1/1/9999,Engineer,Production
264001,Khalil,Mapelli,1/16/1965,1/15/1990,4/6/1992,Senior Engineer,Production
263926,Fusako,Schwartzbauer,1/3/1965,4/7/1985,1/1/9999,Staff,Sales
263721,Abdulah,Horswill,1/3/1965,6/12/1999,11/14/2000,Engineer,Production
263649,Mechthild,Zongker,1/17/1965,7/26/1993,1/1/9999,Senior Staff,Sales
263645,Mingsen,Lally,1/19/1965,12/4/1990,1/1/9999,Senior Engineer,Development
263439,Atreye,Kabayashi,1/9/1965,12/15/1986,1/1/9999,Senior Engineer,Development
263370,Shakhar,Ranze,1/3/1965,5/29/1999,1/1/9999,Staff,Sales
263325,Dinkar,Sinicrope,1/19/1965,7/12/1985,7/14/1985,Staff,Marketing
263186,Danny,Lowrie,1/22/1965,9/13/1995,1/1/9999,Technique Leader,Development
263012,Hideo,Buchter,1/9/1965,5/1/1999,1/1/9999,Staff,Human Resources
262928,Piyush,Gill,1/1/1965,8/31/1990,2/20/1995,Engineer,Production
262861,Kayoko,Attimonelli,1/16/1965,10/14/1992,1/20/1999,Senior Staff,Sales
262752,Pramod,Bierman,1/4/1965,12/12/1997,1/1/9999,Engineer,Development
262741,Izaskun,Moffat,1/19/1965,4/30/1987,8/14/2001,Staff,Customer Service
262636,Tamiya,Reutenauer,1/4/1965,6/2/1985,4/10/1992,Senior Engineer,Development
262548,Jixiang,Loncour,1/5/1965,3/16/1994,2/20/2001,Engineer,Development
262440,Subbu,Kaiserswerth,1/7/1965,6/15/1992,3/8/1999,Assistant Engineer,Production
262439,Lorien,Lagarias,1/30/1965,10/10/1985,1/1/9999,Staff,Marketing
262328,Mayuko,Vural,1/3/1965,12/24/1997,1/1/9999,Staff,Sales
262210,Chinho,Bottner,1/22/1965,7/29/1985,1/1/9999,Engineer,Development
262208,Mrinalini,Holburn,1/16/1965,4/20/1987,5/23/1987,Senior Staff,Finance
262154,Wonhee,Vrecion,1/16/1965,3/14/1986,8/28/1996,Senior Engineer,Production
261990,Volkmar,Czaja,1/16/1965,4/1/1992,1/1/9999,Senior Staff,Sales
261986,Gila,Ramsak,1/21/1965,5/13/1997,1/1/9999,Senior Engineer,Development
261737,Mark,Lindqvist,1/23/1965,11/22/1990,1/1/9999,Senior Engineer,Production
261662,Berni,Assaf,1/11/1965,9/8/1989,1/1/9999,Senior Staff,Finance
261631,Jianhua,Huttel,1/8/1965,2/23/1998,1/1/9999,Engineer,Development
261184,Masako,Kornatzky,1/30/1965,8/29/1987,1/1/9999,Senior Engineer,Production
260545,Fei,Rebaine,1/29/1965,5/5/1995,4/19/1999,Senior Engineer,Development
260501,Dzung,Pargas,1/14/1965,5/17/1990,1/1/9999,Technique Leader,Development
260408,Sasan,Brookner,1/19/1965,9/3/1996,1/1/9999,Staff,Customer Service
260399,Hatem,Birsak,1/30/1965,4/10/1989,1/1/9999,Senior Staff,Finance
260361,Reinhold,Rahier,1/25/1965,10/9/1997,1/1/9999,Engineer,Production
260249,Vugranam,Beausoleil,1/22/1965,5/14/1998,1/1/9999,Staff,Customer Service
260153,Mingdong,Baar,1/28/1965,10/14/1991,1/1/9999,Technique Leader,Development
260083,Kwok,Journel,1/16/1965,12/22/1997,2/27/1999,Staff,Human Resources
259718,Stepehn,Bouloucos,1/24/1965,9/17/1991,12/13/1993,Senior Staff,Research
259619,Conal,Magliocco,1/21/1965,5/9/1992,1/1/9999,Senior Staff,Finance
259611,Shuichi,Marrakchi,1/27/1965,8/21/1990,1/1/9999,Senior Staff,Sales
259273,Xiahua,Gomatam,1/22/1965,12/1/1989,1/1/9999,Senior Engineer,Production
259237,Palash,Gammage,1/27/1965,10/23/1987,1/1/9999,Senior Staff,Customer Service
259042,Xiaoqiang,Farrow,1/12/1965,1/1/1997,1/1/9999,Staff,Sales
